;artist_name;link;nationality;birth;demise
574;Artois, Jacques d';https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=35861;Flemish;1613;1686
575;Artsay, N.;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=2922;Unknown;active probably 19th century;Unknown
576;Artschwager, Richard;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=6942;American;born 1923;Unknown
577;Artvelt, Andries van;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=25148;Flemish;1590;1652
578;Artzybasheff, Boris;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=2923;American;1899;1965
579;Asam, Cosmas Damian;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=28316;German;1686;1739
580;Asam, Egid Quirin;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=2349;German;1692;1750
581;Asawa, Ruth;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=2924;American;born 1926;Unknown
582;Ascensius, Jodocus Badius;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=34956;Unknown;Unknown;Unknown
583;Aschheim, Eve;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=22098;American;born 1958;Unknown
584;Ascian;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=4952;American;born 1943;Unknown
585;Ashbery, John;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=21125;American;born 1927;Unknown
586;Ashby, William Jr.;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=33140;American;1879;1944
587;Ashton, Ethel V.;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=33141;American;1896;1975
588;Askin, Walter Miller;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=2925;American;born 1929;Unknown
589;Aslund, Acke;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=2926;Swedish;1881;1958
590;Asne, Michel l';https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=5642;French;1590 or before;1667
591;Aspertini, Amico;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=121;Italian;1474/1475;1552
592;Aspetti, Tiziano;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=5543;Italian;1557/1559;1606
593;Asselijn, Jan;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=5865;Dutch;c. 1610;1652
594;Assereto, Gioacchino;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=10216;Italian;1600;1649
595;Ast, Balthasar van der;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=9893;Dutch;1593/1594;1657
596;Atget, Eugène;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=13548;French;1857;1927
597;Atget, Jean Eugène Auguste;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=13548;French;1857;1927
598;Atkins, Anna;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=30440;British;1799;1871
599;Atkins, Florence Elizabeth;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=8271;American;active c. 1936;Unknown
600;Atkinson, Isaac;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=21330;British;1813;1877
601;Atkinson, Ralph;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=7217;American;active c. 1935;Unknown
602;Atkinson, Randolph;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=7218;American;active c. 1935;Unknown
603;Attiret, Jean-Denis;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=3665;French;1702;1768
604;Atwater, Lyman W.;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=6480;Unknown;Unknown;Unknown
605;Aubelin, M. Io. Albert;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=6274;Unknown;Unknown;Unknown
606;Aubert;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=12675;Unknown;Unknown;Unknown
607;Aubert, Antoine;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=6570;French;born c. 1783;Unknown
608;Aubert, Michel;https://web.archive.org/web/20121010213025/http://www.nga.gov/cgi-bin/tsearch?artistid=2928;French;1700 or 1704;1757
609;Auberty, Jacqueline;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=7146;Unknown;Unknown;Unknown
610;Aubry, Abraham;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=12036;French;active 1650/1682;Unknown
611;Aubry, Etienne;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=2930;French;1745;1781
612;Aubry, Pierre;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=10712;French;1610;1686
613;Aubusson Tapestry Factory, Atelier Braquenie;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=6957;French;active 20th century;Unknown
614;Aubusson Tapestry Factory, Atelier Picaud;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=6956;French;active 20th century;Unknown
615;Aubusson Tapestry Factory, Atelier Tabard;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=5488;French;active 20th century;Unknown
616;Audenaerd, Robert van;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=2931;Flemish;1663;1743
617;Auden-Aert, Robert van;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=2931;Flemish;1663;1743
618;Audette, Anna Held;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=2932;American;born c. 1939;Unknown
619;Audiganne, Armand;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=6969;French;1814;1875
620;Audran, Benoît;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=2934;French;1661;1721
621;Audran, Benoît;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=2935;French;1698;1772
622;Audran, Gérard;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=2936;French;1640;1703
623;Audran, Jean;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=2937;French;1667;1756
624;Audran I, Benoît;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=2934;French;1661;1721
625;Audran II, Benoît;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=2935;French;1698;1772
626;Audran III, Claude;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=2300;French;1658;1734
627;Audubon, John James;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=122;American;1785;1851
628;Audubon, John Woodhouse;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=128;American;1812;1862
629;Auer, Magda Felicitas;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=2938;German;born 1902;Unknown
630;Auerbach, Frank;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=15326;British;born 1931;Unknown
631;Auerbach, Frank Helmuth;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=15326;British;born 1931;Unknown
632;Auerbach-Levy, William;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=2939;American;1889;1964
633;Aufray de Roc' Bhian, Alphonse-Edouard-Enguerand;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=2940;French;1833;1887
634;Augsburg 15th Century;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=31606;Unknown;Unknown;Unknown
635;Augsburg 16th Century;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=10068;Unknown;Unknown;Unknown
636;Auguste, Henri;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=27287;French;born 1759;Unknown
637;Auguste, Jules-Robert;https://web.archive.org/web/20121010213135/http://www.nga.gov/cgi-bin/tsearch?artistid=21235;French;1789;1850
638;Auguste Giraudon's Artist;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=26506;French;active 1870s;Unknown
639;Aull, Robert;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=14966;Unknown;Unknown;Unknown
640;Ault, George;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=22237;American;1891;1948
641;Auriol, George;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=17811;French;1863;1938
642;Aury, Pierre;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=23139;Dutch;active 1672;Unknown
643;Aury, Pierre F.(?);https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=23139;Dutch;active 1672;Unknown
644;Austen, John;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=16983;British;1886;1948
645;Austin, Diedre;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=25772;Unknown;Unknown;Unknown
646;Austin, Frederick George;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=2941;British;born 1902;Unknown
647;Austin, Ralph;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=33142;American;1912;1997
648;Austin, Robert Sargent;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=2350;British;1895;1973
649;Austrian 12th Century;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=2820;Unknown;Unknown;Unknown
650;Austrian 14th Century;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=9802;Unknown;Unknown;Unknown
651;Austrian 15th Century;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=2821;Unknown;Unknown;Unknown
652;Austrian 16th Century;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=2010;Unknown;Unknown;Unknown
653;Austrian 17th Century;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=2822;Unknown;Unknown;Unknown
654;Austrian 18th Century;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=6685;Unknown;Unknown;Unknown
655;Auvil, Kenneth William;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=34612;American;1925;1999
656;Auvray, Pierre-Laurent;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=2942;French;born 1736;Unknown
657;Auwercx, Albert;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=5489;Flemish;active 1657/1680;Unknown
658;Avati, Mario;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=2943;French;born 1921;Unknown
659;Aved, Jacques-Andre-Joseph-Camelot;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=2944;French;1702;1766
660;Avedisian, Edward;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=5903;American;born 1936;Unknown
661;Aveline, Antoine;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=19749;French;1691;1743
662;Aveline, Francois-Antoine;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=6034;French;1727;1780
663;Aveline, Pierre-Alexandre;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=2946;French;probably 1702;1760
664;Avelli, Francesco Xanto;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=2336;Italian;active 1530/1542;Unknown
665;Avercamp, Hendrick;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=129;Dutch;1585;1634
666;Averlino, Antonio;https://web.archive.org/web/20121010213043/http://www.nga.gov/cgi-bin/tsearch?artistid=5763;Italian;c. 1400;1469
667;Averlino, Antonio, called Filarete;https://web.archive.org/web/20121010213022/http://www.nga.gov/cgi-bin/tsearch?artistid=5763;Italian;c. 1400;1469
668;Averlino, Antonio di Pietro;https://web.archive.org/web/20121010213022/http://www.nga.gov/cgi-bin/tsearch?artistid=5763;Italian;c. 1400;1469
669;Averlino, called Filarete, Antonio;https://web.archive.org/web/20121010213022/http://www.nga.gov/cgi-bin/tsearch?artistid=5763;Italian;c. 1400;1469
670;Avery, George A.;https://web.archive.org/web/20121010213022/http://www.nga.gov/cgi-bin/tsearch?artistid=6455;American;mentioned 1868;active 1871/1881
671;Avery, March;https://web.archive.org/web/20121010213022/http://www.nga.gov/cgi-bin/tsearch?artistid=26467;Unknown;Unknown;Unknown
672;Avery, Milton;https://web.archive.org/web/20121010213022/http://www.nga.gov/cgi-bin/tsearch?artistid=2947;American;1885;1965
673;Aviler, Augustin-Charles d';https://web.archive.org/web/20121010213022/http://www.nga.gov/cgi-bin/tsearch?artistid=11388;French;1653;1701
674;Aviline, Francois Antoine;https://web.archive.org/web/20121010213022/http://www.nga.gov/cgi-bin/tsearch?artistid=6034;French;1727;1780
675;Avont, Peeter van;https://web.archive.org/web/20121010213022/http://www.nga.gov/cgi-bin/tsearch?artistid=35860;Flemish;1600;1652
676;Avril I, Jean-Jacques;https://web.archive.org/web/20121010213022/http://www.nga.gov/cgi-bin/tsearch?artistid=2948;French;1744;1831
677;Axmann, Mikolás;https://web.archive.org/web/20121010213022/http://www.nga.gov/cgi-bin/tsearch?artistid=24893;Czech;born 1955;Unknown
678;Aycock, Alice;https://web.archive.org/web/20121010213022/http://www.nga.gov/cgi-bin/tsearch?artistid=6511;American;born 1946;Unknown
679;Ayers, G.A.;https://web.archive.org/web/20121010213022/http://www.nga.gov/cgi-bin/tsearch?artistid=7220;American;active c. 1935;Unknown
680;Aylesford, Heneage Finch, 4th Earl of;https://web.archive.org/web/20121010213022/http://www.nga.gov/cgi-bin/tsearch?artistid=22404;British;1751;1812
681;Ayres, Rolland;https://web.archive.org/web/20121010213022/http://www.nga.gov/cgi-bin/tsearch?artistid=7221;American;active c. 1935;Unknown
682;Azuma, Kengiro;https://web.archive.org/web/20121010213022/http://www.nga.gov/cgi-bin/tsearch?artistid=5927;Japanese;born 1926;Unknown
683;Azuma, Norio;https://web.archive.org/web/20121010213022/http://www.nga.gov/cgi-bin/tsearch?artistid=2949;American;born 1928;Unknown
684;Azzarone, Jennifer;https://web.archive.org/web/20121010213022/http://www.nga.gov/cgi-bin/tsearch?artistid=25879;Unknown;Unknown;Unknown
685;Ariosto, Lodovico;https://web.archive.org/web/20080617202820/http://www.nga.gov/cgi-bin/tsearch?artistid=6968;Italian;1474;1533
686;Arita, Takeshi;https://web.archive.org/web/20080617202820/http://www.nga.gov/cgi-bin/tsearch?artistid=25678;Unknown;Unknown;Unknown
687;Arland, Marcel;https://web.archive.org/web/20080617202820/http://www.nga.gov/cgi-bin/tsearch?artistid=14538;French;1899;1986
688;Arman;https://web.archive.org/web/20080617202820/http://www.nga.gov/cgi-bin/tsearch?artistid=10497;American;1928;2005
689;Armata, Ludmila;https://web.archive.org/web/20080617202820/http://www.nga.gov/cgi-bin/tsearch?artistid=23989;Polish;born 1954;Unknown
690;Armington, Caroline Helena;https://web.archive.org/web/20080617202820/http://www.nga.gov/cgi-bin/tsearch?artistid=2917;French;1875;1939
691;Arms, John Taylor;https://web.archive.org/web/20080617202820/http://www.nga.gov/cgi-bin/tsearch?artistid=2348;American;1887;1953
692;Arnal, François;https://web.archive.org/web/20080617202820/http://www.nga.gov/cgi-bin/tsearch?artistid=2918;French;born 1924;Unknown
693;Arnaud, Aloysio;https://web.archive.org/web/20080617202820/http://www.nga.gov/cgi-bin/tsearch?artistid=22225;French (?);active c. 1825/1846;Unknown
694;Arndt, Gertrud;https://web.archive.org/web/20080617202820/http://www.nga.gov/cgi-bin/tsearch?artistid=24618;German;1903;2000
695;Arnéra, H.;https://web.archive.org/web/20080617202820/http://www.nga.gov/cgi-bin/tsearch?artistid=23486;French;active 20th century;Unknown
696;Arnold, Madeline;https://web.archive.org/web/20080617202820/http://www.nga.gov/cgi-bin/tsearch?artistid=7216;American;active c. 1935;Unknown
697;Arnold, Brooks;https://web.archive.org/web/20080617202820/http://www.nga.gov/cgi-bin/tsearch?artistid=23280;Unknown;Unknown;Unknown
698;Arnoldi, Charles;https://web.archive.org/web/20080617202820/http://www.nga.gov/cgi-bin/tsearch?artistid=6869;American;born 1946;Unknown
699;Arnout, Jean-Baptiste;https://web.archive.org/web/20080617202820/http://www.nga.gov/cgi-bin/tsearch?artistid=10437;French;1788;after 1865
700;Arntz, Gerd;https://web.archive.org/web/20080617202820/http://www.nga.gov/cgi-bin/tsearch?artistid=5698;German;born 1900;Unknown
701;Arondeaux, Regnier;https://web.archive.org/web/20080617202820/http://www.nga.gov/cgi-bin/tsearch?artistid=23760;Flemish;active 1678/1702;Unknown
702;Aronson, Irene;https://web.archive.org/web/20080617202820/http://www.nga.gov/cgi-bin/tsearch?artistid=2920;American;born 1918;Unknown
703;Arp, Hans;https://web.archive.org/web/20080617202820/http://www.nga.gov/cgi-bin/tsearch?artistid=2009;French;1886;1966
704;Arp, Jean;https://web.archive.org/web/20080617202820/http://www.nga.gov/cgi-bin/tsearch?artistid=2009;French;1886;1966
705;Arpino, Cavaliere d';https://web.archive.org/web/20080617202825/http://www.nga.gov/cgi-bin/tsearch?artistid=2428;Italian;1568;1640
706;Artaria, Domenico;https://web.archive.org/web/20080617202825/http://www.nga.gov/cgi-bin/tsearch?artistid=6642;Italian;active late 18th century;Unknown
707;Arteaga, Francisco de;https://web.archive.org/web/20080617202825/http://www.nga.gov/cgi-bin/tsearch?artistid=12112;Spanish;active 1671;Unknown
708;Arteaga y Alfaro, Matias;https://web.archive.org/web/20080617202825/http://www.nga.gov/cgi-bin/tsearch?artistid=12114;Spanish;c. 1630;1703
709;Artist Unknown;https://web.archive.org/web/20080617202825/http://www.nga.gov/cgi-bin/tsearch?artistid=6347;Unknown;Unknown;Unknown
710;Artsay, N.;https://web.archive.org/web/20080617202825/http://www.nga.gov/cgi-bin/tsearch?artistid=2922;Unknown;active probably 19th century;Unknown
711;Artschwager, Richard;https://web.archive.org/web/20080617202825/http://www.nga.gov/cgi-bin/tsearch?artistid=6942;American;born 1923;Unknown
712;Artvelt, Andries van;https://web.archive.org/web/20080617202825/http://www.nga.gov/cgi-bin/tsearch?artistid=25148;Flemish;1590;1652
713;Artzybasheff, Boris;https://web.archive.org/web/20080617202825/http://www.nga.gov/cgi-bin/tsearch?artistid=2923;American;1899;1965
714;Asam, Egid Quirin;https://web.archive.org/web/20080617202825/http://www.nga.gov/cgi-bin/tsearch?artistid=2349;German;1692;1750
715;Asam, Cosmas Damian;https://web.archive.org/web/20080617202825/http://www.nga.gov/cgi-bin/tsearch?artistid=28316;German;1686;1739
716;Asawa, Ruth;https://web.archive.org/web/20080617202825/http://www.nga.gov/cgi-bin/tsearch?artistid=2924;American;born 1926;Unknown
717;Aschheim, Eve;https://web.archive.org/web/20080617202825/http://www.nga.gov/cgi-bin/tsearch?artistid=22098;American;born 1958;Unknown
718;Ascian;https://web.archive.org/web/20080617202825/http://www.nga.gov/cgi-bin/tsearch?artistid=4952;American;born 1943;Unknown
719;Ashbery, John;https://web.archive.org/web/20080617202825/http://www.nga.gov/cgi-bin/tsearch?artistid=21125;American;born 1927;Unknown
720;Askin, Walter Miller;https://web.archive.org/web/20080617202825/http://www.nga.gov/cgi-bin/tsearch?artistid=2925;American;born 1929;Unknown
721;Aslund, Acke;https://web.archive.org/web/20080617202825/http://www.nga.gov/cgi-bin/tsearch?artistid=2926;Swedish;1881;1958
722;Asne, Michel l';https://web.archive.org/web/20080617202825/http://www.nga.gov/cgi-bin/tsearch?artistid=5642;French;1590 or before;1667
723;Aspertini, Amico;https://web.archive.org/web/20080617202825/http://www.nga.gov/cgi-bin/tsearch?artistid=121;Italian;1474/1475;1552
724;Aspetti, Tiziano;https://web.archive.org/web/20080617202825/http://www.nga.gov/cgi-bin/tsearch?artistid=5543;Italian;1557/1559;1606
725;Asselijn, Jan;https://web.archive.org/web/20080617202929/http://www.nga.gov/cgi-bin/tsearch?artistid=5865;Dutch;c. 1610;1652
726;Assereto, Gioacchino;https://web.archive.org/web/20080617202929/http://www.nga.gov/cgi-bin/tsearch?artistid=10216;Italian;1600;1649
727;Ast, Balthasar van der;https://web.archive.org/web/20080617202929/http://www.nga.gov/cgi-bin/tsearch?artistid=9893;Dutch;1593/1594;1657
728;Atget, Eugène;https://web.archive.org/web/20080617202929/http://www.nga.gov/cgi-bin/tsearch?artistid=13548;French;1857;1927
729;Atget, Jean Eugène Auguste;https://web.archive.org/web/20080617202929/http://www.nga.gov/cgi-bin/tsearch?artistid=13548;French;1857;1927
730;Atkins, Florence Elizabeth;https://web.archive.org/web/20080617202929/http://www.nga.gov/cgi-bin/tsearch?artistid=8271;American;active c. 1936;Unknown
731;Atkins, Anna;https://web.archive.org/web/20080617202929/http://www.nga.gov/cgi-bin/tsearch?artistid=30440;British;1799;1871
732;Atkinson, Ralph;https://web.archive.org/web/20080617202929/http://www.nga.gov/cgi-bin/tsearch?artistid=7217;American;active c. 1935;Unknown
733;Atkinson, Randolph;https://web.archive.org/web/20080617202929/http://www.nga.gov/cgi-bin/tsearch?artistid=7218;American;active c. 1935;Unknown
734;Atkinson, Isaac;https://web.archive.org/web/20080617202929/http://www.nga.gov/cgi-bin/tsearch?artistid=21330;British;1813;1877
735;Attiret, Jean-Denis;https://web.archive.org/web/20080617202929/http://www.nga.gov/cgi-bin/tsearch?artistid=3665;French;1702;1768
736;Atwater, Lyman W.;https://web.archive.org/web/20080617202929/http://www.nga.gov/cgi-bin/tsearch?artistid=6480;Unknown;Unknown;Unknown
737;Aubelin, M. Io. Albert;https://web.archive.org/web/20080617202929/http://www.nga.gov/cgi-bin/tsearch?artistid=6274;Unknown;Unknown;Unknown
738;Aubert, Michel;https://web.archive.org/web/20080617202929/http://www.nga.gov/cgi-bin/tsearch?artistid=2928;French;1700 or 1704;1757
739;Aubert, Antoine;https://web.archive.org/web/20080617202929/http://www.nga.gov/cgi-bin/tsearch?artistid=6570;French;born c. 1783;Unknown
740;Aubert;https://web.archive.org/web/20080617202929/http://www.nga.gov/cgi-bin/tsearch?artistid=12675;Unknown;Unknown;Unknown
741;Auberty, Jacqueline;https://web.archive.org/web/20080617202929/http://www.nga.gov/cgi-bin/tsearch?artistid=7146;Unknown;Unknown;Unknown
742;Aubry, Etienne;https://web.archive.org/web/20080617202929/http://www.nga.gov/cgi-bin/tsearch?artistid=2930;French;1745;1781
743;Aubry, Pierre;https://web.archive.org/web/20080617202929/http://www.nga.gov/cgi-bin/tsearch?artistid=10712;French;1610;1686
744;Aubry, Abraham;https://web.archive.org/web/20080617202929/http://www.nga.gov/cgi-bin/tsearch?artistid=12036;French;active 1650/1682;Unknown
745;Aubusson Tapestry Factory, Atelier Tabard;https://web.archive.org/web/20080617202935/http://www.nga.gov/cgi-bin/tsearch?artistid=5488;French;active 20th century;Unknown
746;Aubusson Tapestry Factory, Atelier Picaud;https://web.archive.org/web/20080617202935/http://www.nga.gov/cgi-bin/tsearch?artistid=6956;French;active 20th century;Unknown
747;Aubusson Tapestry Factory, Atelier Braquenie;https://web.archive.org/web/20080617202935/http://www.nga.gov/cgi-bin/tsearch?artistid=6957;French;active 20th century;Unknown
748;Audenaerd, Robert van;https://web.archive.org/web/20080617202935/http://www.nga.gov/cgi-bin/tsearch?artistid=2931;Flemish;1663;1743
749;Auden-Aert, Robert van;https://web.archive.org/web/20080617202935/http://www.nga.gov/cgi-bin/tsearch?artistid=2931;Flemish;1663;1743
750;Audette, Anna Held;https://web.archive.org/web/20080617202935/http://www.nga.gov/cgi-bin/tsearch?artistid=2932;American;born c. 1939;Unknown
751;Audiganne, Armand;https://web.archive.org/web/20080617202935/http://www.nga.gov/cgi-bin/tsearch?artistid=6969;French;1814;1875
752;Audran, Benoît;https://web.archive.org/web/20080617202935/http://www.nga.gov/cgi-bin/tsearch?artistid=2934;French;1661;1721
753;Audran, Benoît;https://web.archive.org/web/20080617202935/http://www.nga.gov/cgi-bin/tsearch?artistid=2935;French;1698;1772
754;Audran, Gérard;https://web.archive.org/web/20080617202935/http://www.nga.gov/cgi-bin/tsearch?artistid=2936;French;1640;1703
755;Audran, Jean;https://web.archive.org/web/20080617202935/http://www.nga.gov/cgi-bin/tsearch?artistid=2937;French;1667;1756
756;Audran I, Benoît;https://web.archive.org/web/20080617202935/http://www.nga.gov/cgi-bin/tsearch?artistid=2934;French;1661;1721
757;Audran II, Benoît;https://web.archive.org/web/20080617202935/http://www.nga.gov/cgi-bin/tsearch?artistid=2935;French;1698;1772
758;Audran III, Claude;https://web.archive.org/web/20080617202935/http://www.nga.gov/cgi-bin/tsearch?artistid=2300;French;1658;1734
759;Audubon, John James;https://web.archive.org/web/20080617202935/http://www.nga.gov/cgi-bin/tsearch?artistid=122;American;1785;1851
760;Audubon, John Woodhouse;https://web.archive.org/web/20080617202935/http://www.nga.gov/cgi-bin/tsearch?artistid=128;American;1812;1862
761;Auer, Magda Felicitas;https://web.archive.org/web/20080617202935/http://www.nga.gov/cgi-bin/tsearch?artistid=2938;German;born 1902;Unknown
762;Auerbach, Frank;https://web.archive.org/web/20080617202935/http://www.nga.gov/cgi-bin/tsearch?artistid=15326;British;born 1931;Unknown
763;Auerbach, Frank Helmuth;https://web.archive.org/web/20080617202935/http://www.nga.gov/cgi-bin/tsearch?artistid=15326;British;born 1931;Unknown
764;Auerbach-Levy, William;https://web.archive.org/web/20080617202935/http://www.nga.gov/cgi-bin/tsearch?artistid=2939;American;1889;1964
765;Aufray de Roc' Bhian, Alphonse-Edouard-Enguerand;https://web.archive.org/web/20080617202940/http://www.nga.gov/cgi-bin/tsearch?artistid=2940;French;1833;1887
766;Augsburg 16th Century;https://web.archive.org/web/20080617202940/http://www.nga.gov/cgi-bin/tsearch?artistid=10068;German;1500;1599
767;Auguste, Jules-Robert;https://web.archive.org/web/20080617202940/http://www.nga.gov/cgi-bin/tsearch?artistid=21235;French;1789;1850
768;Auguste, Henri;https://web.archive.org/web/20080617202940/http://www.nga.gov/cgi-bin/tsearch?artistid=27287;French;born 1759;Unknown
769;Auguste Giraudon's Artist;https://web.archive.org/web/20080617202940/http://www.nga.gov/cgi-bin/tsearch?artistid=26506;French;active 1870s;Unknown
770;Aull, Robert;https://web.archive.org/web/20080617202940/http://www.nga.gov/cgi-bin/tsearch?artistid=14966;Unknown;Unknown;Unknown
