;artist_name;link;nationality;birth;demise
388;Anonymous Italian 13th Century;https://web.archive.org/web/20121010213036/http://www.nga.gov/cgi-bin/tsearch?artistid=8286;Unknown;Unknown;Unknown
389;Anonymous Italian 14th Century;https://web.archive.org/web/20121010213036/http://www.nga.gov/cgi-bin/tsearch?artistid=8287;Unknown;Unknown;Unknown
390;Anonymous Italian 15th Century;https://web.archive.org/web/20121010213036/http://www.nga.gov/cgi-bin/tsearch?artistid=8293;Unknown;Unknown;Unknown
391;Anonymous Italian 16th/19th Century;https://web.archive.org/web/20121010213036/http://www.nga.gov/cgi-bin/tsearch?artistid=6923;Unknown;Unknown;Unknown
392;Anonymous Italian 16th Century;https://web.archive.org/web/20121010213036/http://www.nga.gov/cgi-bin/tsearch?artistid=8310;Unknown;Unknown;Unknown
393;Anonymous Italian 17th/19th Century;https://web.archive.org/web/20121010213036/http://www.nga.gov/cgi-bin/tsearch?artistid=6921;Unknown;Unknown;Unknown
394;Anonymous Italian 17th Century;https://web.archive.org/web/20121010213036/http://www.nga.gov/cgi-bin/tsearch?artistid=8329;Unknown;Unknown;Unknown
395;Anonymous Italian 18th Century;https://web.archive.org/web/20121010213036/http://www.nga.gov/cgi-bin/tsearch?artistid=8333;Unknown;Unknown;Unknown
396;Anonymous Italian 19th Century;https://web.archive.org/web/20121010213036/http://www.nga.gov/cgi-bin/tsearch?artistid=8336;Unknown;Unknown;Unknown
397;Anonymous Italian 20th Century;https://web.archive.org/web/20121010213036/http://www.nga.gov/cgi-bin/tsearch?artistid=8339;Unknown;Unknown;Unknown
398;Anonymous Italian or French;https://web.archive.org/web/20121010213036/http://www.nga.gov/cgi-bin/tsearch?artistid=17493;Unknown;Unknown;Unknown
399;Anonymous Japanese 13th Century;https://web.archive.org/web/20121010213036/http://www.nga.gov/cgi-bin/tsearch?artistid=2845;Unknown;Unknown;Unknown
400;Anonymous Japanese 19th Century;https://web.archive.org/web/20121010213036/http://www.nga.gov/cgi-bin/tsearch?artistid=5653;Unknown;Unknown;Unknown
401;Anonymous Japanese Edo Period;https://web.archive.org/web/20121010213036/http://www.nga.gov/cgi-bin/tsearch?artistid=5655;Unknown;Unknown;Unknown
402;Anonymous Kashan 16th Century;https://web.archive.org/web/20121010213036/http://www.nga.gov/cgi-bin/tsearch?artistid=2847;Unknown;Unknown;Unknown
403;Anonymous Korean Koryo Dynasty;https://web.archive.org/web/20121010213036/http://www.nga.gov/cgi-bin/tsearch?artistid=5654;Unknown;Unknown;Unknown
404;Anonymous Lombard 15th Century;https://web.archive.org/web/20121010213036/http://www.nga.gov/cgi-bin/tsearch?artistid=8309;Unknown;Unknown;Unknown
405;Anonymous Lombard 16th Century;https://web.archive.org/web/20121010213036/http://www.nga.gov/cgi-bin/tsearch?artistid=8324;Unknown;Unknown;Unknown
406;Anonymous Mantuan 15th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=8305;Unknown;Unknown;Unknown
407;Anonymous Mantuan 16th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=8315;Unknown;Unknown;Unknown
408;Anonymous Mantuan 19th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=8337;Unknown;Unknown;Unknown
409;Anonymous Mexican 18th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=6612;Unknown;Unknown;Unknown
410;Anonymous Milanese 15th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=8297;Unknown;Unknown;Unknown
411;Anonymous Milanese 16th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=8316;Unknown;Unknown;Unknown
412;Anonymous Mosan 12th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=5514;Unknown;Unknown;Unknown
413;Anonymous Mosan 13th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=5515;Unknown;Unknown;Unknown
414;Anonymous Nancy 16th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=6694;Unknown;Unknown;Unknown
415;Anonymous Neapolitan 15th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=8298;Unknown;Unknown;Unknown
416;Anonymous Neapolitan 16th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=8317;Unknown;Unknown;Unknown
417;Anonymous Neapolitan 19th/20th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=6924;Unknown;Unknown;Unknown
418;Anonymous Netherlandish 14th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=8340;Unknown;Unknown;Unknown
419;Anonymous Netherlandish 15th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=8341;Unknown;Unknown;Unknown
420;Anonymous Netherlandish 16th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=8346;Unknown;Unknown;Unknown
421;Anonymous Netherlandish 17th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=8350;Unknown;Unknown;Unknown
422;Anonymous Netherlandish 18th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=8354;Unknown;Unknown;Unknown
423;Anonymous Netherlandish 20th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=8365;Unknown;Unknown;Unknown
424;Anonymous North Italian 14th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=8292;Unknown;Unknown;Unknown
425;Anonymous North Italian 15th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=8294;Unknown;Unknown;Unknown
426;Anonymous North Italian 16th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=8323;Unknown;Unknown;Unknown
427;Anonymous North Italian 17th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=8331;Unknown;Unknown;Unknown
428;Anonymous North Netherlandish 15th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=8344;Unknown;Unknown;Unknown
429;Anonymous Norwegian 19th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=14213;Unknown;Unknown;Unknown
430;Anonymous Nuremberg 15th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=9815;Unknown;Unknown;Unknown
431;Anonymous Paduan 15th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=8301;Unknown;Unknown;Unknown
432;Anonymous Paduan 16th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=8318;Unknown;Unknown;Unknown
433;Anonymous Parisian 15th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=6693;Unknown;Unknown;Unknown
434;Anonymous Pesarese 15th Century;https://web.archive.org/web/20121010213110/http://www.nga.gov/cgi-bin/tsearch?artistid=8304;Unknown;Unknown;Unknown
435;Anonymous Pisan 14th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=8291;Unknown;Unknown;Unknown
436;Anonymous Polish 15th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=2848;Unknown;Unknown;Unknown
437;Anonymous Portuguese 15th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=8367;Unknown;Unknown;Unknown
438;Anonymous Rhenish 12th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=6920;Unknown;Unknown;Unknown
439;Anonymous Rhenish 15th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=8368;Unknown;Unknown;Unknown
440;Anonymous Roman 15th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=8296;Unknown;Unknown;Unknown
441;Anonymous Roman 16th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=8313;Unknown;Unknown;Unknown
442;Anonymous Roman 17th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=8332;Unknown;Unknown;Unknown
443;Anonymous Roman 18th/19th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=6922;Unknown;Unknown;Unknown
444;Anonymous Roman 18th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=8335;Unknown;Unknown;Unknown
445;Anonymous Roman 1st Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=6917;Unknown;Unknown;Unknown
446;Anonymous Roman 1st Century B.C./1st Century A.D.;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=6696;Unknown;Unknown;Unknown
447;Anonymous Roman 2nd Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=6918;Unknown;Unknown;Unknown
448;Anonymous Roman 2nd Century B.C./1st Century A.D.;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=10734;Unknown;Unknown;Unknown
449;Anonymous Roman 3rd Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=2331;Unknown;Unknown;Unknown
450;Anonymous Russian 16th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=2260;Unknown;Unknown;Unknown
451;Anonymous Russian 19th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=5556;Unknown;Unknown;Unknown
452;Anonymous Russian 20th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=2849;Unknown;Unknown;Unknown
453;Anonymous Savoy 16th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=8319;Unknown;Unknown;Unknown
454;Anonymous Scandinavian 13th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=6919;Unknown;Unknown;Unknown
455;Anonymous Sienese 16th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=8328;Unknown;Unknown;Unknown
456;Anonymous South German 16th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=2840;Unknown;Unknown;Unknown
457;Anonymous South German 17th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=6698;Unknown;Unknown;Unknown
458;Anonymous South Netherlandish 15th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=8345;Unknown;Unknown;Unknown
459;Anonymous South Netherlandish 17th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=8353;Unknown;Unknown;Unknown
460;Anonymous Spanish 12th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=4682;Unknown;Unknown;Unknown
461;Anonymous Spanish 14th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=5483;Unknown;Unknown;Unknown
462;Anonymous Spanish 15th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=2850;Unknown;Unknown;Unknown
463;Anonymous Spanish 16th Century;https://web.archive.org/web/20121010213146/http://www.nga.gov/cgi-bin/tsearch?artistid=5506;Unknown;Unknown;Unknown
464;Anonymous Spanish 17th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=14215;Unknown;Unknown;Unknown
465;Anonymous Swabian 15th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=9814;Unknown;Unknown;Unknown
466;Anonymous Swiss 16th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=5609;Unknown;Unknown;Unknown
467;Anonymous Swiss 17th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=25801;Unknown;Unknown;Unknown
468;Anonymous Swiss 19th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=5610;Unknown;Unknown;Unknown
469;Anonymous Turin 16th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=8320;Unknown;Unknown;Unknown
470;Anonymous Turkish 18th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=2334;Unknown;Unknown;Unknown
471;Anonymous Tuscan 14th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=6916;Unknown;Unknown;Unknown
472;Anonymous Tuscan 15th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=8308;Unknown;Unknown;Unknown
473;Anonymous Tuscan 16th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=8327;Unknown;Unknown;Unknown
474;Anonymous Tyrolean 15th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=8369;Unknown;Unknown;Unknown
475;Anonymous Tyrolean 16th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=8370;Unknown;Unknown;Unknown
476;Anonymous Unknown 16th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=2851;Unknown;Unknown;Unknown
477;Anonymous Unknown 18th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=5554;Unknown;Unknown;Unknown
478;Anonymous Unknown 19th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=2309;Unknown;Unknown;Unknown
479;Anonymous Unknown 20th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=2852;Unknown;Unknown;Unknown
480;Anonymous Urbino 16th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=6949;Unknown;Unknown;Unknown
481;Anonymous Venetian 14th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=8289;Unknown;Unknown;Unknown
482;Anonymous Venetian 15th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=8299;Unknown;Unknown;Unknown
483;Anonymous Venetian 16th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=8312;Unknown;Unknown;Unknown
484;Anonymous Venetian 17th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=8330;Unknown;Unknown;Unknown
485;Anonymous Veneto-Islamic 16th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=8325;Unknown;Unknown;Unknown
486;Anonymous Verona 14th Century;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=8288;Unknown;Unknown;Unknown
487;Anquetin, Louis;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=17720;French;1861;1932
488;Ansaldo, Giovanni Andrea;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=36739;Italian;1584;1638
489;Ansano di Pietro di Mencio;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=1857;Italian;1405;1481
490;Ansdell, Richard;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=6395;British;1815;1885
491;Anse, Luggert van;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=10735;Netherlandish;active 1709;1716
492;Anselin, Jean-Louis;https://web.archive.org/web/20121010213113/http://www.nga.gov/cgi-bin/tsearch?artistid=2908;French;1754;1823
493;Anselmi, Michelangelo;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=103;Italian;1491/1492;1554/1556
494;Anselmo, Giovanni;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=31180;Italian;born 1934;Unknown
495;Anshutz, Thomas;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=5721;American;1851;1912
496;Anshutz, Thomas Pollock;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=5721;American;1851;1912
497;Antes, Horst;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=26412;German;born 1936;Unknown
498;Antico;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=2004;Italian;c. 1460;1528
499;Antico, Pier Jacopo di Antonio Alari Bonacolsi, called;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=2004;Italian;c. 1460;1528
500;Antique, the;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=9921;Unknown;Unknown;Unknown
501;Antoine, André;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=17837;French;1858;1943
502;Antoine, duc de Montpensier;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=5130;French;1775;1807
503;Antonakos, Stephen;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=10141;American;born 1926;Unknown
504;Antonelli, Giuseppe;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=34451;Italian;active first quarter 19th century;Unknown
505;Antonelli, Peter;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=7213;American;active c. 1935;Unknown
506;Antonello da Messina;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=119;Italian;c. 1430;1479
507;Antonello della Moneta;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=2005;Italian;active 1454;1484
508;Antonini, Annapia;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=6611;Swiss;born 1942;Unknown
509;Antonini, Carlo;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=19756;Italian;active 1758/1784;Unknown
510;Antonio da Brescia, Fra;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=2041;Italian;active c. 1485;1515
511;Antonio da Trento;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=2909;Italian;c. 1508;1550 or after
512;Antonio d'Enrico;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=1921;Italian;c. 1575;1633
513;Antreasian, Garo Zareh;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=2910;American;born 1922;Unknown
514;Antrim, William L.;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=7214;American;active c. 1935;Unknown
515;Antunez, Nemesio;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=2911;Chilean;born 1918;Unknown
516;Antwerp 16th Century;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=8347;Unknown;Unknown;Unknown
517;Anuszkiewicz, Richard;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=6510;American;born 1930;Unknown
518;Ape (pseud.);https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=5178;Italian;1839;1889
519;Apianus, Petrus;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=34757;German;1495;1552
520;Apollinaire, Guillaume;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=6967;French;1880;1918
521;Appel, Karel;https://web.archive.org/web/20121010212959/http://www.nga.gov/cgi-bin/tsearch?artistid=9889;Dutch;1921;2006
522;Appelt, Dieter;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=24615;German;born 1935;Unknown
523;Appian, Adolphe;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=2912;French;1818;1898
524;Appian, Jacques Barthelemy;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=2912;French;1818;1898
525;Appiani, Andrea;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=23938;Unknown;Unknown;Unknown
526;Appiani I, Andrea;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=2913;Italian;1754;1817
527;Appleby, Anne;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=26320;American;born 1954;Unknown
528;Aquila, Francesco Faraone;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=19567;Italian;c. 1676;c. 1740
529;Aquilano, Pompeo;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=31135;Italian;died 1571;Unknown
530;Arakawa;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=6022;American;born 1936;Unknown
531;Arakawa, Shusaku;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=6022;American;born 1936;Unknown
532;Arber, Robert H.;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=2915;American;born 1942;Unknown
533;Arbo, Arelia;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=7215;American;active c. 1935;Unknown
534;Arbus, Diane;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=13490;American;1923;1971
535;Archipenko, Alexander;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=2008;American;1887;1964
536;Arcimboldo, Giuseppe;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=33025;Italian;1526;1593
537;Ardenti, Agostino;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=20173;Italian;active second half 16th century;Unknown
538;Aretusi, Cesare;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=5864;Italian;active 1586;1612
539;Argenterio, Bartolomeo;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=23451;Italian;died 1591;Unknown
540;Arima, Michiko;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=2916;Japanese (?);active 20th century;Unknown
541;Ariosto, Lodovico;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=6968;Italian;1474;1533
542;Ariss, Bruce;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=33134;American;1911;1994
543;Arita, Takeshi;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=25678;Unknown;Unknown;Unknown
544;Arland, Marcel;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=14538;French;1899;1986
545;Arman;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=10497;American;1928;2005
546;Armata, Ludmila;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=23989;Polish;born 1954;Unknown
547;Armin, Emil;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=33135;American;1883;1971
548;Armington, Caroline Helena;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=2917;French;1875;1939
549;Arms, John Taylor;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=2348;American;1887;1953
550;Arnal, François;https://web.archive.org/web/20121010213100/http://www.nga.gov/cgi-bin/tsearch?artistid=2918;French;born 1924;Unknown
551;Arnaud, Aloysio;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=22225;French;active c. 1825/1846;Unknown
552;Arndt, Gertrud;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=24618;German;1903;2000
553;Arnéra, H.;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=23486;French;active 20th century;Unknown
554;Arnest, Bernard Patrick;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=33136;American;1917;1986
555;Arnold, A. Grant;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=33137;American;1904;1988
556;Arnold, Brooks;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=23280;Unknown;Unknown;Unknown
557;Arnold, James Irza;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=35095;American;1887;1965
558;Arnold, Madeline;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=7216;American;active c. 1935;Unknown
559;Arnoldi, Charles;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=6869;American;born 1946;Unknown
560;Arnout, Jean-Baptiste;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=10437;French;1788;after 1865
561;Arntz, Gerd;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=5698;German;1900;1988
562;Arondeaux, Regnier;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=23760;Flemish;active 1678/1702;Unknown
563;Aronson, Grambs;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=25832;American;1916;2010
564;Aronson, Irene;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=2920;American;born 1918;Unknown
565;Arp, Hans;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=2009;French;born Germany (Alsace);Unknown
566;Arp, Jean;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=2009;French;born Germany (Alsace);Unknown
567;Arpino, Cavaliere d';https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=2428;Italian;1568;1640
568;Arquin, Florence;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=33138;American;1900;1974
569;Artaria, Domenico;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=6642;German;active late 18th century;Unknown
570;Arteaga, Francisco de;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=12112;Spanish;active 1671;Unknown
571;Arteaga y Alfaro, Matias;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=12114;Spanish;c. 1630;1703
572;Artist Unknown;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=6347;Unknown;Unknown;Unknown
573;Artman, Jean;https://web.archive.org/web/20121010213121/http://www.nga.gov/cgi-bin/tsearch?artistid=33139;American;1887;1953
